accel__standard_deviation,accel__variance,accel__root_mean_square,accel__absolute_maximum,accel__sum_values,accel__mean,accel__maximum,accel__minimum,accel__median,label
0.10163777174466065,0.010330236645219738,0.10169990456125663,0.33137,1.47864112,0.0035544257692307693,0.33137,-0.31919,0.00568525,1
0.12345532244440938,0.01524121663985309,0.12355800612620149,0.38286,2.09509751,0.005036292091346154,0.37084,-0.38286,0.002192855,1
0.11149833537579903,0.012431878791574157,0.11164365858802165,0.33218,2.3689259200000006,0.005694533461538463,0.33218,-0.32666,0.00665985,1
0.11689082936053793,0.013663465988594399,0.11695881817193915,0.4056,1.6587480100000003,0.003987375024038462,0.34388,-0.4056,0.0005685250000000001,1
0.12457198441754566,0.015518179301725239,0.12468043239413147,0.40186,2.1628367799999992,0.005199126874999998,0.40186,-0.35216,0.0089339,1
0.10588391738568649,0.01121140396093888,0.10599609654559057,0.32016,2.0281236,0.004875297115384615,0.32016,-0.28816,0.00357355,1
0.11874362819078835,0.014100049235912186,0.11881248698565317,0.38221,1.6825041600000004,0.0040444811538461545,0.31772,-0.38221,0.00211165,1
0.11303577082451763,0.012777085485892872,0.11321661748492809,0.41015,2.66100177,0.006396638870192308,0.41015,-0.32471,0.0088527,1
0.12402091025568517,0.015381186180648713,0.12407775748384191,0.41973,1.5622847499999994,0.0037554921874999986,0.35947,-0.41973,0.0088527,1
0.12302235262849257,0.015134499246249173,0.12311976271406257,0.37263,2.036987,0.004896603365384615,0.37263,-0.33462,0.0036548,1
0.10814210702919878,0.011694715312714684,0.1082646216770033,0.33185,2.14201604,0.00514907701923077,0.33185,-0.26639,0.00300505,1
0.12054417294754216,0.014530897631606955,0.12061210645990854,0.48341,1.6837773099999997,0.004047541610576922,0.48341,-0.35021,0.00893395,1
0.12619003174212048,0.015923924111077372,0.12634757897579887,0.44199,2.623987459999999,0.006307662163461536,0.32195,-0.44199,0.00674105,1
0.11011741239309006,0.012125844512149864,0.11018087815700922,0.33185,1.5554951099999998,0.0037391709374999995,0.32065,-0.33185,0.00073096,1
0.1284142107039846,0.016490209510727348,0.128543875092614,0.3658,2.40123593,0.005772201754807692,0.3658,-0.36126,0.002599,1
0.11661991313985795,0.013600204140748012,0.11672426960138271,0.35508,2.0528229400000004,0.004934670528846155,0.34599,-0.35508,0.007634450000000001,1
0.12462059827903281,0.015530293515424074,0.12473315194322276,0.40235,2.20384528,0.005297705,0.38205,-0.40235,0.005604,1
0.11672003363530606,0.013623566251826978,0.11685596885335993,0.37799,2.3440854300000002,0.0056348207451923085,0.33315,-0.37799,0.00479185,1
0.10575395898460396,0.011183899840917298,0.10584570398092345,0.31366,1.83291367,0.004406042475961538,0.30765,-0.31366,0.009340000000000001,1
0.11661213926237747,0.013598391023348118,0.11668113916694874,0.33835,1.66904747,0.004012133341346154,0.33835,-0.29108,0.00332995,1
0.10539653694630388,0.0111084300002736,0.10554753628209844,0.33754,2.34781846,0.005643794375,0.32796,-0.33754,0.0031675,1
0.12534210644412475,0.015710643647850298,0.12539053209422313,0.40008,1.4495609999999999,0.0034845216346153845,0.39033,-0.40008,0.0108015,1
0.13496093195699746,0.0182144531547013,0.1351197595427369,0.38188,2.7246019699999993,0.006549523966346152,0.38188,-0.35086,0.001137055,1
0.11355282820866379,0.01289424479418631,0.11361645019659833,0.37555,1.5815092900000005,0.003801705024038463,0.37555,-0.29791,0.00024364499999999996,1
0.1180177818626012,0.013928196835768522,0.1181381397202723,0.36158,2.21783879,0.005331343245192308,0.36158,-0.29547,0.00779685,1
0.10707902213500121,0.011465916981388082,0.10723058992610582,0.33072,2.3709239099999992,0.005699336322115383,0.33072,-0.26298,0.007796900000000001,1
0.12162914060563589,0.014793647844465543,0.12170115452213345,0.3559,1.7414043999999997,0.004186068269230769,0.3559,-0.35021,0.001461905,1
0.12500765999157032,0.01562691505656805,0.12513058503024388,0.38595,2.306766079999999,0.005545110769230767,0.38595,-0.36678,0.0021929000000000002,1
0.11732158967417469,0.013764355403675415,0.11739863784588044,0.40186,1.7690893099999994,0.004252618533653845,0.38984,-0.40186,8.122e-05,1
0.11232746056602913,0.012617458397212828,0.11242400927759442,0.3559,1.93783967,0.0046582684375,0.3559,-0.29173,0.0017056,1
0.11183315856379974,0.012506655354355975,0.11201553074104233,0.36239,2.65796893,0.006389348389423077,0.36239,-0.32991,0.0050355,1
0.11570496236799628,0.013387638316579435,0.11577133055096812,0.34241,1.6305215900000003,0.003919523052884616,0.34241,-0.31919,0.00471065,1
0.13081765024180633,0.01711325761478757,0.1308993569685643,0.41941,1.92370383,0.004624288052884616,0.3736,-0.41941,0.00186805,1
0.11474253767808008,0.013165849952805628,0.11486939797837897,0.3814,2.2451917000000003,0.005397095432692308,0.3814,-0.34404,0.0073907999999999995,1
0.12842420373747207,0.016492776105603738,0.12847282155126377,0.36678,1.4701802399999995,0.003534087115384614,0.36678,-0.34388,0.0064162,1
0.11076755043094602,0.01226945022847217,0.11094452073725897,0.31009,2.6057827300000005,0.006263900793269232,0.31009,-0.30879,0.00869025,1
0.11734084793257687,0.01376887459353613,0.11739678794123613,0.35525,1.5074605600000002,0.0036237032692307694,0.35525,-0.30229,0.0038172500000000003,1
0.11432375360711149,0.013069920638819536,0.11443030612066885,0.35281,2.0538067899999994,0.004937035552884614,0.35281,-0.35281,0.010152350000000001,1
0.12159244395051003,0.014784722425857924,0.12168325936533224,0.3533,1.9553408999999995,0.004700338701923075,0.32113,-0.3533,0.00527915,1
0.12723661316417548,0.016189155729490035,0.1273366621790951,0.38124,2.09945294,0.005046761875,0.38124,-0.36061,0.00527915,1
0.10572123969351636,0.011176980522333941,0.1058063414638276,0.30002,1.7650057699999995,0.004242802331730768,0.30002,-0.25973,0.0036548,1
0.11842150964328044,0.014023653946193562,0.11852776023656511,0.39391,2.08730878,0.005017569182692307,0.39391,-0.28053,0.0041421,1
0.11565323490325417,0.013375670743587288,0.11570318411057343,0.34063,1.4141595400000002,0.0033994219711538467,0.34063,-0.33754,0.006172499999999999,1
0.11781271025341881,0.013879834697256014,0.1179471451495127,0.35476,2.3419858499999995,0.005629773677884614,0.35476,-0.30587,0.0022741,1
0.12720038283481935,0.016179937393324604,0.12725995410016563,0.40593,1.6196523000000003,0.0038933949519230774,0.40593,-0.35931,0.0077157,1
0.11311890234577525,0.012795886067913036,0.11323680057952366,0.38692,2.1490311000000006,0.0051659401442307705,0.35752,-0.38692,0.00048731,1
0.11827787277639303,0.013989655188508613,0.11836019817534034,0.44913,1.8361263399999996,0.004413765240384614,0.43256,-0.44913,0.0014619400000000001,1
0.11367392757887407,0.012921761811207107,0.11377764180618538,0.37701,2.0204912200000003,0.004856950048076924,0.37701,-0.34436,0.0036548,1
0.12570488887302025,0.01580171908657837,0.12579025226721882,0.4272,1.9274981399999995,0.004633408990384614,0.40787,-0.4272,0.0083654,1
0.12064540212457686,0.014555313053800855,0.12070694054453851,0.37279,1.6032168199999997,0.0038538865865384605,0.37279,-0.3481,0.005847649999999999,1
0.104320785110777,0.010882826206128913,0.10442681855299214,0.36158,1.9571563,0.004704702644230769,0.35703,-0.36158,0.0091776,1
0.12015227903775985,0.014436570157967706,0.12021472639056842,0.38757,1.6117132399999998,0.0038743106730769225,0.38757,-0.36142,0.00308625,1
0.12447676113840395,0.01549446406350727,0.12456764107239021,0.36353,1.9790908199999997,0.00475742985576923,0.36353,-0.30749,0.00129945,1
0.11129022972562962,0.012385515232383413,0.11138020608446314,0.29401,1.8620391900000004,0.0044760557451923085,0.29401,-0.28995,8.1195e-05,1
0.11526782864635343,0.013286672320845098,0.1153542747485519,0.35784,1.8574473099999995,0.004465017572115384,0.35784,-0.29466,0.0110455,1
0.11470729538413595,0.013157763614343416,0.11480352234822352,0.35443,1.95498443,0.004699481802884616,0.35443,-0.34144,-0.0013807200000000002,1
0.10970554575145035,0.012035306768623565,0.1098055344037994,0.32617,1.94893301,0.004684935120192308,0.32617,-0.3239,-0.0024365,1
0.11873705207527634,0.014098487535526885,0.11880483894414572,0.33413,1.6693070299999997,0.004012757283653846,0.32666,-0.33413,0.00804055,1
0.12590895347881662,0.015853064566130805,0.12604388217169177,0.40073,2.42552141,0.0058305803125,0.40073,-0.35297,0.0032487,1
0.1294832824809148,0.01676592044203238,0.12951993769610692,0.35898,1.2817809099999997,0.0030812041105769223,0.35898,-0.35395,0.00203045,1
0.10943535772516907,0.011976097520435722,0.1095627693867052,0.38854,2.19744554,0.005282321009615384,0.38854,-0.33462,0.005604,1
0.11508883660710878,0.013245440311577782,0.11517736153962874,0.33575,1.8781973699999999,0.004514897524038461,0.33575,-0.30002,-0.0007309700000000001,1
0.1165367977352968,0.013580825226397475,0.11660476130883124,0.39813,1.6559273600000002,0.003980594615384616,0.39813,-0.33689,-0.006172550000000001,1
0.11422966468755784,0.013048416294631899,0.1143338555226346,0.39114,2.0300725,0.004879981971153847,0.39114,-0.33104,0.0051979,1
0.1195874329883717,0.01430115412874829,0.11964805200600118,0.37539,1.58420207,0.0038081780528846153,0.37539,-0.27695,-0.0006497650000000001,1
0.11911406826794717,0.01418816125934118,0.11916417089329434,0.38497,1.43736069,0.0034551939663461538,0.38497,-0.38026,-0.0014619,1
0.11038998680234,0.012185949186220799,0.11054263930841966,0.31561,2.4158792699999996,0.005807402091346153,0.31561,-0.30505,0.00909635,1
0.12230430773457779,0.014958343690434306,0.12234290802667347,0.46245,1.2783764600000005,0.0030730203365384626,0.40511,-0.46245,0.0037359999999999997,1
0.11371576036187686,0.012931274154679805,0.11386090069732095,0.32763,2.39084407,0.005747221322115385,0.32763,-0.32357,0.0055228,1
0.11332008564586558,0.012841441810786312,0.11337253583544245,0.33364,1.4344504599999996,0.003448198221153845,0.33364,-0.27923,0.00064972,1
0.13076036345116035,0.017098272649879554,0.1308565533580431,0.46083,2.086848850000001,0.005016463581730772,0.37961,-0.46083,0.00804055,1
0.1105100111918327,0.012212462573618986,0.11061260398377387,0.40138,1.9813825599999997,0.004762938846153845,0.40138,-0.39894,-0.0031675,1
0.11030045270691338,0.012166189867350036,0.11036316554296334,0.39797,1.5475223100000002,0.003720005552884616,0.39797,-0.3174,0.0017056,1
0.11144754857691869,0.01242055608380465,0.11154845185366642,0.30424,1.9733062999999995,0.0047435247596153834,0.29791,-0.30424,0.007959299999999999,1
0.11557382125173377,0.013357308158727708,0.11564360570243325,0.32503,1.6710249899999994,0.004016886995192306,0.3122,-0.32503,-0.0017868,1
0.10923588711513876,0.01193247903383134,0.1092856055546507,0.36077,1.3711947899999997,0.0032961413221153837,0.36077,-0.33624,0.0092588,1
0.13183142754028315,0.01737952528730893,0.13192636206749012,0.41226,2.08165174,0.0050039705288461534,0.41226,-0.39326,0.00706595,1
0.11524186894005646,0.01328068835679715,0.11530445145811988,0.37425,1.5801522899999996,0.0037984430048076914,0.37425,-0.33851,0.0038172,1
0.11460066651101529,0.013133312764768942,0.11472488967749031,0.38335,2.22034702,0.005337372644230769,0.38335,-0.31041,0.0029238500000000004,1
0.1134369744829733,0.012867947179850736,0.1135071681012278,0.34063,1.6603575999999998,0.00399124423076923,0.30522,-0.34063,0.0043857,1
0.11475766630337665,0.013169321975397148,0.11482677415202348,0.37068,1.65702188,0.003983225673076923,0.31025,-0.37068,-0.00032487,1
0.12423660612726166,0.01543473430202035,0.12436737213183985,0.39748,2.3718913699999997,0.005701661947115384,0.37847,-0.39748,0.005847649999999999,1
0.1273683389779448,0.016222693774000655,0.12741355072304725,0.42834,1.4118977400000001,0.0033939849519230773,0.38725,-0.42834,0.005604,1
0.12630401076147385,0.0159527031344345,0.12640056328618385,0.39504,2.05485745,0.004939561177884615,0.39504,-0.29222,0.00495425,1
0.11423700381020183,0.013050093039532067,0.11430783275038849,0.33267,1.67372618,0.004023380240384616,0.33267,-0.32796,-0.00064974,1
0.10162258385531649,0.010327149549430831,0.1016880054900154,0.37669,1.5171692300000004,0.0036470414182692315,0.3239,-0.37669,0.00040609,1
0.12271891438056269,0.015059931946743876,0.12285843550548035,0.4441,2.4350476799999994,0.005853479999999999,0.4441,-0.35118,0.00357355,1
0.11897642514582964,0.014155389740481203,0.1190200456990975,0.34664,1.34036838,0.0032220393749999997,0.33413,-0.34664,0.0064974,1
0.10633938602136565,0.011308065019401018,0.10640850726779691,0.30392,1.59526099,0.003834761995192308,0.30392,-0.29726,0.0064974,1
0.11980006267329296,0.014352055016524923,0.11990906536184794,0.44962,2.12644533,0.005111647427884615,0.44962,-0.36239,0.0017868,1
0.11358650309229575,0.012901893684736111,0.11362437047747914,0.38741,1.2202267599999996,0.002933237403846153,0.38741,-0.30749,0.001218255,1
0.11941298632011359,0.014259461301887636,0.1195668075022318,0.30863,2.5222143599999995,0.006063015288461537,0.30863,-0.28605,0.00081218,1
0.12389683685322828,0.015350426182235465,0.12394958749508635,0.36873,1.5041755799999998,0.0036158066826923073,0.36873,-0.36678,0.00040609,1
0.1155801786395481,0.013358777694349852,0.11565841764414053,0.33185,1.76943719,0.004253454783653846,0.33185,-0.29336,0.00064972,1
0.1142735821553848,0.013058451578623481,0.11436112439860782,0.3978,1.8611151500000003,0.0044738344951923085,0.3978,-0.34956,0.0060101,1
0.12742558202978777,0.016237278955630173,0.12747368824408822,0.40024,1.4567271599999998,0.00350174798076923,0.40024,-0.34128,-0.00487305,1
0.1082770766459775,0.011723925326998886,0.108376442280888,0.30115,1.9301644399999998,0.0046398183653846145,0.29092,-0.30115,0.00251775,1
0.11178670248550569,0.012496266852582963,0.11187172970708932,0.36727,1.8141156200000004,0.0043608548557692315,0.36727,-0.3174,0.000893395,1
0.11532188798222914,0.013299137847785806,0.11538212162699538,0.4095,1.5507452999999998,0.0037277531249999994,0.4095,-0.3364,0.00536035,1
0.12057192345410453,0.014537588725422441,0.12067858659126471,0.35622,2.11025349,0.005072724735576923,0.35622,-0.31642,0.005685249999999999,1
0.11624744592284943,0.013513468683585802,0.11629119012458075,0.36012,1.3267867900000003,0.0031893913221153853,0.35671,-0.36012,0.000649745,1
0.11233720727563619,0.012619648138489249,0.11246220972233063,0.40333,2.2052111400000003,0.005300988317307693,0.40333,-0.37571,-0.00073098,1
0.11309726177016673,0.012790990619909617,0.11316807860347111,0.43955,1.6652160900000004,0.004002923293269232,0.43955,-0.38367,0.0014619400000000001,1
0.11100060614092157,0.012321134563651996,0.11107244644279995,0.33039,1.66159561,0.003994220216346154,0.33039,-0.33039,0.0048731,1
0.10593473501485268,0.011222168082667053,0.10603642409571239,0.38497,1.9313851100000006,0.0046427526682692325,0.38497,-0.35427,0.00259895,1
0.12275848579030252,0.015069645833527904,0.1228105936326234,0.38253,1.48809863,0.003577160168269231,0.33267,-0.38253,0.00032487,1
0.12302566894491157,0.01513531521934298,0.12311178736446036,0.32666,1.9152709000000006,0.004604016586538463,0.32666,-0.31951,0.009177600000000001,1
0.11699646597139375,0.013688173049795497,0.11705843173781356,0.37717,1.5842660299999998,0.003808331802884615,0.33657,-0.37717,0.00308625,1
0.1203948932438097,0.014494930319188333,0.12046140690632434,0.46424,1.6650518700000003,0.004002528533653847,0.46424,-0.35102,0.0076345,1
0.12260830161195337,0.015032795624167726,0.12270621886757636,0.44507,2.0388467099999996,0.004901073822115383,0.44507,-0.33072,0.0055228,1
0.1165033038238957,0.013573019801882951,0.11655405953556497,0.32698,1.4307613700000006,0.0034393302163461554,0.30879,-0.32698,0.0046294000000000005,1
0.14253319258544597,0.02031571098859983,0.14262865509413847,0.4592,2.17047837,0.005217496081730769,0.4592,-0.41973,0.0077969,1
0.11791444471900797,0.013903816273391986,0.11799216219949357,0.39504,1.7812412299999996,0.004281829879807691,0.39504,-0.34014,0.005928849999999999,1
0.11587976040861236,0.013428118872357406,0.11594526696936495,0.3645,1.6211227099999994,0.0038969295913461525,0.3645,-0.30473,0.00064972,1
0.12387841628644475,0.0153458620216377,0.12398580821701452,0.41323,2.1462785200000005,0.005159323365384617,0.41323,-0.30164,0.00357355,1
0.10990379317872645,0.01207884375507228,0.10995162270480027,0.4311,1.3489937999999995,0.0032427735576923064,0.27029,-0.4311,0.0029238000000000003,1
0.10964812715273888,0.012022711788103192,0.10976391563935249,0.33348,2.09679634,0.005040375817307693,0.33348,-0.31626,0.0049543,1
0.12420182625526484,0.015426093645142995,0.12427884885207953,0.36369,1.819905,0.004374771634615385,0.36369,-0.35622,0.006334950000000001,1
0.11147561572174018,0.012426812900541087,0.11154015144402721,0.28784,1.5781969599999996,0.0037937426923076913,0.27484,-0.28784,0.00064974,1
0.10483052827032549,0.01098943965743551,0.10491832398412983,0.30359,1.7851708400000004,0.0042912760576923085,0.30359,-0.26932,0.0102332,1
0.12119020026512306,0.014687064640300635,0.12126108557096117,0.37701,1.7245813499999998,0.004145628245192308,0.37701,-0.35687,0.00641615,1
